16.7207,60.8915,"Ockelbo Järnvägsstation","Nedladdat från Koordinater.se"
17.861,59.6281,"Märsta Järnvägsstation","Nedladdat från Koordinater.se"
12.9072,58.3071,"Håkantorp Järnvägsstation","Nedladdat från Koordinater.se"
13.1134,59.353,"Grums Järnvägsstation","Nedladdat från Koordinater.se"
15.054,58.1938,"Boxholm Järnvägsstation","Nedladdat från Koordinater.se"
17.706,59.9561,"Storvreta Järnvägsstation","Nedladdat från Koordinater.se"
17.6273,59.192,"Södertälje Järnvägsstation","Nedladdat från Koordinater.se"
14.8111,57.8362,"Aneby Järnvägsstation","Nedladdat från Koordinater.se"
13.7356,57.3581,"Gnosjö Järnvägsstation","Nedladdat från Koordinater.se"
15.2907,58.3488,"Mantorp Järnvägsstation","Nedladdat från Koordinater.se"
12.4877,56.9018,"Falkenberg Järnvägsstation","Nedladdat från Koordinater.se"
17.7788,62.9289,"Kramfors Resecentrum, Kramfors, Stationsgatan, ","Nedladdat från Koordinater.se"
13.1639,58.5046,"Lidköpings resecentrum, Lidköping, , ","Nedladdat från Koordinater.se"
17.4211794,59.0473891,"Mölnbo Station","Nedladdat från Koordinater.se"
17.7868832,59.7254458,"Knivsta","Nedladdat från Koordinater.se"
19.7496667,63.9082579,"Vännäs Tågstation","Nedladdat från Koordinater.se"
18.0560517,59.3321497,"Arlanda Express Stockholm City","Nedladdat från Koordinater.se"
17.9244727,59.6384767,"Arlanda Express - Arlanda Södra","Nedladdat från Koordinater.se"
18.0293691,59.2998365,"Årstaberg","Nedladdat från Koordinater.se"
20.293593,63.817595,"Umeå Östra Järnvägsstation","Nedladdat från Koordinater.se"
17.1679774,59.2482733,"Läggesta Station","Nedladdat från Koordinater.se"
12.099954,63.316322,"Storliens järnvägsstation","Nedladdat från Koordinater.se"
17.9306424,59.6515633,"Arlanda Express N","Nedladdat från Koordinater.se"
16.943492,64.833283,"Fd järnvägsstation Fiandberg","Nedladdat från Koordinater.se"
11.259489,58.843615,"Överby Järnvägsstation","Nedladdat från Koordinater.se"
11.295736,58.713783,"Tanums Järnvägsstation","Nedladdat från Koordinater.se"
